ID;DATE;TYPE;KIA;WIA;CITY;REGION;COUNTRY;DETAILS;GROUP;REMARKS;TEXT;FORMATTED_ADDRESS;LOCATION_LAT;LOCATION_LNG;LOCATION_CITY;LOCATION_REGION;LOCATION_COUNTRY;LOCATION_TYPE
502;22/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Metro station ñUniversitetî & Central Post Office;Call reporting IED - First Responders action - no explosive Metro station ñUniversitetî & Central Post Office;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
503;21/09/2014;CACHE/FOUND;0;0;Yunokommunarovsk;LUHANSK;UKRAINE;15 Kg TNT seized in a road control;;;15 Kg TNT seized in a road control ;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
504;20/09/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Ukrinform News, Ukrayina hotel & Khreshchatyk street;Call reporting IED - First Responders action - no explosive Ukrinform News, Ukrayina hotel & Khreshchatyk street;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
505;20/09/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Lviv airport;Call reporting IED - First Responders action - no explosive Lviv airport;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
506;20/09/2014;HOAX/FALSE;0;0;Chernihiv;CHERNIHIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Military enlistement office & Police station.;Call reporting IED - First Responders action - no explosive Military enlistement office & Police station.;Chernihiv, Chernihivs'ka oblast, Ukraine;51,4982;31,28935;Chernihiv;Chernihivs'ka oblast;Ukraine;APPROXIMATE
507;19/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;ñChannel 5î, Central Election Commission& State Administration;Call reporting IED - First Responders action - no explosive ñChannel 5î, Central Election Commission& State Administration;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
508;19/09/2014;CACHE/FOUND;0;0;Kherson;KHERSON;UKRAINE;A man was detained while transporting explosives in a car;;There is a group behind. Explosives (TNT) & detonators found;A man was detained while transporting explosives in a car There is a group behind. Explosives (TNT) & detonators found;Kherson, Khersons'ka oblast, Ukraine;46,635417;32,616867;Kherson;Khersons'ka oblast;Ukraine;APPROXIMATE
509;17/09/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Call reporting IED - First Responders action - no explosive;;National Guard facility, Stryiskyi Park & Lviv Railway Station;Call reporting IED - First Responders action - no explosive National Guard facility, Stryiskyi Park & Lviv Railway Station;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
510;16/09/2014;HOAX/FALSE;0;0;Dnipropetrovsk;DNIPROPETROVSK;UKRAINE;Call reporting IED - First Responders action - no explosive;;Regional State Administration;Call reporting IED - First Responders action - no explosive Regional State Administration;Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine;48,464717;35,046183;Dnepropetrovsk;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
511;15/09/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Central metro station;Calls reporting IED - First Responders action - no explosive Central metro station;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
512;13/09/2014;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;Explosives, precursors and detonators seized during detention;;A group was detained;Explosives, precursors and detonators seized during detention A group was detained;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
513;13/09/2014;CACHE/FOUND;0;0;Mikolayiv;MIKOLAYV;UKRAINE;3 detainees when trying to blow a railway bridge up;;Plastic explosive & detonators were seized;3 detainees when trying to blow a railway bridge up Plastic explosive & detonators were seized;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46,975033;31,994583;Mykolaiv;Mykolaivs'ka oblast;Ukraine;APPROXIMATE
514;13/09/2014;UNKNOWN;0;0;Mariupol;DONETSK;UKRAINE;Road bridge was blown up;;Pavlopolsky bridge;Road bridge was blown up Pavlopolsky bridge;Mariupol', Donetsk Oblast, Ukraine;47,097133;37,543367;Mariupol';Donetsk Oblast;Ukraine;APPROXIMATE
515;12/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Metro station ñLev Tolstoy Squareî & ñChannel 5î building;Calls reporting IED - First Responders action - no explosive Metro station ñLev Tolstoy Squareî & ñChannel 5î building;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
516;11/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Metro station ñLev Tolstoy Squareî, Central Election Commission;Calls reporting IED - First Responders action - no explosive Metro station ñLev Tolstoy Squareî, Central Election Commission;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
517;10/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;TsVK building;Calls reporting IED - First Responders action - no explosive TsVK building;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
518;10/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;metro stations Darnitsya and Nivki;Calls reporting IED - First Responders action - no explosive metro stations Darnitsya and Nivki;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
519;08/09/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;Device was found attached to a billboard;;TIME DELAY switch?;Device was found attached to a billboard TIME DELAY switch?;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
520;07/09/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;IED attack against railways, damaging steel power supports;;Osnova station: 2 IEDs detonated & 2 other were disposed;IED attack against railways, damaging steel power supports Osnova station: 2 IEDs detonated & 2 other were disposed;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
521;07/09/2014;UNKNOWN;0;0;Slovyansk ;DONETSK ;UKRAINE;Detonation inside a jewelry;;;Detonation inside a jewelry ;Slovyansk, Donetsk Oblast, Ukraine, 84122;48,8532;37,6053;Slovyansk;Slov'yans'kyi district;Ukraine;APPROXIMATE
522;05/09/2014;HOAX/FALSE;0;0;Vladimir-Volynsk;VOLYN;UKRAINE;Calls reporting IED - First Responders action - no explosive;;"Custom posts ""Yagodin"" & ""Ustiluk""";"Calls reporting IED - First Responders action - no explosive Custom posts ""Yagodin"" & ""Ustiluk""";Volodymyr-Volynsky, Volyns'ka oblast, Ukraine;50,8481952;24,3256569;Volodymyr-Volynsky;Volyns'ka oblast;Ukraine;APPROXIMATE
523;05/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Metro stations ñVokzalnayaî;Calls reporting IED - First Responders action - no explosive Metro stations ñVokzalnayaî;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
524;03/09/2014;UNKNOWN;0;0;Zanky;KHARKIV;UKRAINE;IED attack against railways, damaging steel power supports;;;IED attack against railways, damaging steel power supports ;Zanky, Kharkiv Oblast, Ukraine;49,6385036;36,4828263;Zanky;Kharkiv Oblast;Ukraine;APPROXIMATE
525;02/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Levoberezhnaya metro station;Call reporting IED - First Responders action - no explosive Levoberezhnaya metro station;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
526;01/09/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Metro station ñVokzalnayaî;Call reporting IED - First Responders action - no explosive Metro station ñVokzalnayaî;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
527;01/09/2014;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Odessa University;Call reporting IED - First Responders action - no explosive Odessa University;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
528;30/08/2014;HOAX/FALSE;0;0;Yalta;CRIMEA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Yalta Intourist hotel, before a conference;"Call reporting IED - First Responders action - no explosive ""Yalta Intourist"" hotel, before a conference";Yalta, Crimea;44,495205;34,166301;Yalta;Crimea;Ukraine;APPROXIMATE
529;28/08/2014;UNKNOWN;0;0;Donetsk;DONETSK;UKRAINE;Railway was damaged by a detonation;;;Railway was damaged by a detonation ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
530;28/08/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Teatralna metro station ;Call reporting IED - First Responders action - no explosive Teatralna metro station ;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
531;27/08/2014;UNKNOWN;0;0;Shostka;SUMY;UKRAINE;IED detonation against Police station;;;IED detonation against Police station ;Shostka, Sums'ka oblast, Ukraine;51,8757044;33,4966152;Shostka;Sums'ka oblast;Ukraine;APPROXIMATE
532;23/08/2014;UNKNOWN;0;0;Zanky;KHARKIV;UKRAINE;IED attack against railroad;;;IED attack against railroad ;Zanky, Kharkiv Oblast, Ukraine;49,6385036;36,4828263;Zanky;Kharkiv Oblast;Ukraine;APPROXIMATE
533;22/08/2014;CACHE/FOUND;0;0;Odessa;ODESSA;UKRAINE;Explosive device seized during house registry;;Detainee was planning an attack against a Lutheran church;Explosive device seized during house registry Detainee was planning an attack against a Lutheran church;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
534;22/08/2014;CACHE/FOUND;0;0;Kiev;KIEV;UKRAINE;IEDs seized in an apartment search.;;5 guys were detained. They prepared attacks against railway.;IEDs seized in an apartment search. 5 guys were detained. They prepared attacks against railway.;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
535;17/08/2014;CACHE/FOUND;0;0;Kharkiv;KHARKIV;UKRAINE;Explosives were seized. 6 guy group arrested.;;Suspects of explosion (August 3) in Kharkiv Tank Repair Plant;Explosives were seized. 6 guy group arrested. Suspects of explosion (August 3) in Kharkiv Tank Repair Plant;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
536;15/08/2014;UNKNOWN;0;0;Melitopol;ZAPORIZHYE;UKRAINE;IED attack against a bank office;;Kolomoisky PrivatBank office;IED attack against a bank office Kolomoisky PrivatBank office;Zaporizhzhya, Zaporiz'ka oblast, Ukraine, 72240;46,9618362;35,0434322;Zaporizhzhya;Zaporiz'ka oblast;Ukraine;APPROXIMATE
537;14/08/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;"Metro stations ñVokzalnaî, ""Poshtova Ploshcha""";"Call reporting IED - First Responders action - no explosive Metro stations ñVokzalnaî, ""Poshtova Ploshcha""";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
538;13/08/2014;CACHE/FOUND;0;0;Mikolayiv;MIKOLAYV;UKRAINE;A civilian transporting an IED was detained near military base;;200 gr TNT block, safety fuze and detonator;A civilian transporting an IED was detained near military base 200 gr TNT block, safety fuze and detonator;Mykolaiv, Mykolaivs'ka oblast, Ukraine;46,975033;31,994583;Mykolaiv;Mykolaivs'ka oblast;Ukraine;APPROXIMATE
539;12/08/2014;CACHE/FOUND;0;0;Druzhkovka;DONETSK;UKRAINE;Civilian car loading explosives and weapons was seized;;29 Kg of TNT;Civilian car loading explosives and weapons was seized 29 Kg of TNT;Druzhkivka, Donetsk Oblast, Ukraine, 84200;48,6161912;37,5272187;Druzhkivka;Donetsk Oblast;Ukraine;APPROXIMATE
540;09/08/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Metro station ñArsenalnayaî ;Call reporting IED - First Responders action - no explosive Metro station ñArsenalnayaî ;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
541;08/08/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Channel ñ112 Ukraineî building;Call reporting IED - First Responders action - no explosive Channel ñ112 Ukraineî building;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
542;08/08/2014;UNKNOWN;0;0;Severodonetsk;LUHANSK ;UKRAINE;Device was detonated against a Russian bank office;;;Device was detonated against a Russian bank office ;Severodonetsk, Luhans'ka oblast, Ukraine;48,9481767;38,4878773;Severodonetsk;Luhans'ka oblast;Ukraine;APPROXIMATE
543;08/08/2014;CACHE/FOUND;0;0;Amvrosiivka;DONETSK;UKRAINE;An RCIED was found along with landmines and missiles;;Discovered by border guards;An RCIED was found along with landmines and missiles Discovered by border guards;Amvrosiivka, Donetsk Oblast, Ukraine;47,8018062;38,4885354;Amvrosiivka;Donetsk Oblast;Ukraine;APPROXIMATE
544;08/08/2014;PROJECTED;0;2;Kiev;KIEV;UKRAINE;Homemade grenade was thrown against people;;Ukrainian House director was the aimed target;Homemade grenade was thrown against people Ukrainian House director was the aimed target;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
545;07/08/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Call reporting IED - First Responders action - no explosive;;Metro station Petrovka;Call reporting IED - First Responders action - no explosive Metro station Petrovka;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
546;07/08/2014;CACHE/FOUND;0;0;Krasnogorivka;DONETSK;UKRAINE;Homemade grenades were seized;;;Homemade grenades were seized ;Krasnohorivka, Donetsk Oblast, Ukraine;48,0093421;37,5091505;Krasnohorivka;Donetsk Oblast;Ukraine;APPROXIMATE
547;06/08/2014;UNKNOWN;1;0;Yevsuh;LUHANSK;UKRAINE;Detonation against a railway bridge across the river.;;Pedestrian part partially damaged. One attacker was dead.;Detonation against a railway bridge across the river. Pedestrian part partially damaged. One attacker was dead.;Yevsuh, Luhans'ka oblast, Ukraine, 92820;49,2095215;39,3007185;Yevsuh;Luhans'ka oblast;Ukraine;APPROXIMATE
548;06/08/2014;UNKNOWN;0;0;Horlivka;DONETSK;UKRAINE;Pedestrian bridge was blown up;;Bridge between both districts of the village;Pedestrian bridge was blown up Bridge between both districts of the village;Horlivka, Donetsk Oblast, Ukraine, 84600;48,3071;38,029633;Horlivka;Donetsk Oblast;Ukraine;APPROXIMATE
549;04/08/2014;HOAX/FALSE;0;0;Krivoy Rog;DNIPROPETROVSK;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Two railway stations;Calls reporting IED - First Responders action - no explosive Two railway stations;Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine;47,910483;33,391783;Kryvyi Rih;Dnipropetrovsk Oblast;Ukraine;APPROXIMATE
550;04/08/2014;UNKNOWN;0;8;Donetsk;DONETSK;UKRAINE;Explosive device detonated against a DNR militia patrol;;;Explosive device detonated against a DNR militia patrol ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
551;03/08/2014;UNKNOWN;0;0;Kharkiv;KHARKIV;UKRAINE;Sabotage in a Tank Repair Plant;;IED was reported;Sabotage in a Tank Repair Plant IED was reported;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
552;03/08/2014;CACHE/FOUND;1;0;TBD;DONETSK;UKRAINE;A van loaded with explosives was stopped in a check-point;;"Reported as an attempt of ""suicide attack"" by UKR military";"A van loaded with explosives was stopped in a check-point Reported as an attempt of ""suicide attack"" by UKR military";Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
553;01/08/2014;UNKNOWN;1;4;Donetsk;DONETSK;UKRAINE;Explosive device was blown up inside a bus;;;Explosive device was blown up inside a bus ;Donetsk, Donetsk Oblast, Ukraine;48,015883;37,80285;Donetsk;Donetsk Oblast;Ukraine;APPROXIMATE
554;30/07/2014;UNKNOWN;0;0;Grushevaha;KHARKIV;UKRAINE;Partial detonation of an IED slightly damaged a bridge;;Failed attempt of blowing bridge up over Seversky Donets River;Partial detonation of an IED slightly damaged a bridge Failed attempt of blowing bridge up over Seversky Donets River;Hrusheva river, Kharkiv Oblast, Ukraine;49,695178;35,547316;Hrusheva river;Kharkiv Oblast;Ukraine;APPROXIMATE
555;26/07/2014;HOAX/FALSE;0;0;Lviv;LVIV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Central train station, 7 hotels, 1 restaurant and 1 hostel ;Calls reporting IED - First Responders action - no explosive Central train station, 7 hotels, 1 restaurant and 1 hostel ;Lviv, Lviv Oblast, Ukraine;49,839683;24,029717;Lviv;Lviv Oblast;Ukraine;APPROXIMATE
556;29/07/2014;VOIED;1;8;Berestove;DONETSK;UKRAINE;A device blew up killing 1 woman & injuring 8 children;;;A device blew up killing 1 woman & injuring 8 children ;Berestove, Donetsk Oblast, Ukraine, 84541;48,7614287;38,2501567;Berestove;Donetsk Oblast;Ukraine;APPROXIMATE
557;25/07/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;6 alarms in Golosievskyi, Podolsky and Pechersky districts;Calls reporting IED - First Responders action - no explosive 6 alarms in Golosievskyi, Podolsky and Pechersky districts;Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
558;24/07/2014;UNKNOWN;0;0;Gorlovka;DONETSK ;UKRAINE;Bridge was blown up;;Bridge near the Cotton Factory between Kalinin and Nikitovsky;Bridge was blown up Bridge near the Cotton Factory between Kalinin and Nikitovsky;Horlivka, Donetsk Oblast, Ukraine, 84600;48,3071;38,029633;Horlivka;Donetsk Oblast;Ukraine;APPROXIMATE
559;24/07/2014;UNKNOWN;0;0;Slovyansk ;DONETSK ;UKRAINE;6 IEDs discovered in schools;;;6 IEDs discovered in schools ;Slovyansk, Donetsk Oblast, Ukraine, 84122;48,8532;37,6053;Slovyansk;Slov'yans'kyi district;Ukraine;APPROXIMATE
560;23/07/2014;UNKNOWN;0;0;Gorlovka;DONETSK ;UKRAINE;2 bridges & 2 railways points were blown up;;;2 bridges & 2 railways points were blown up ;Horlivka, Donetsk Oblast, Ukraine, 84600;48,3071;38,029633;Horlivka;Donetsk Oblast;Ukraine;APPROXIMATE
561;23/07/2014;UNKNOWN;0;0;Lisichansk;LUHANSK ;UKRAINE;Gas tanks were blown up;;Gas station ñParallelî;Gas tanks were blown up Gas station ñParallelî;Lysychans'k, Luhans'ka oblast, Ukraine, 93100;48,9066145;38,4433605;Lysychans'k;Luhans'ka oblast;Ukraine;APPROXIMATE
562;23/07/2014;UNKNOWN;0;0;Mihailovka;LUHANSK ;UKRAINE;Bridge was blown up;;Bridge between main city & Perevalska;Bridge was blown up Bridge between main city & Perevalska;Luhansk, Luhans'ka oblast, Ukraine;48,574041;39,307815;Luhansk;Luhans'ka oblast;Ukraine;APPROXIMATE
563;23/07/2014;UNKNOWN;0;0;Zaporizhia;ZAPORIZHYE;UKRAINE;Detonation against a hospital;;Tyumen cardiology center. 2 detainees;Detonation against a hospital Tyumen cardiology center. 2 detainees;Zaporizhia, Zaporiz'ka oblast, Ukraine;47,8388;35,139567;Zaporizhia;Zaporiz'ka oblast;Ukraine;APPROXIMATE
564;21/07/2014;VBIED;5;7;Kamyanka;DONETSK;UKRAINE;A minibus was blown up against a check-point;;"Incident is reported as ""suicide attack"" by Ukrainian officials";"A minibus was blown up against a check-point Incident is reported as ""suicide attack"" by Ukrainian officials";Kam'yanka, Donetsk Oblast, Ukraine, 86492;48,2457693;38,4858004;Kam'yanka;Donetsk Oblast;Ukraine;APPROXIMATE
565;21/07/2014;UNKNOWN;0;0;Severodonetsk;LUHANSK ;UKRAINE;Bridge over Borova river was damaged by demolition;;Road T-13-03 between Rubizhne & Severodonetsk;Bridge over Borova river was damaged by demolition Road T-13-03 between Rubizhne & Severodonetsk;Severodonetsk, Luhans'ka oblast, Ukraine;48,9481767;38,4878773;Severodonetsk;Luhans'ka oblast;Ukraine;APPROXIMATE
566;20/07/2014;HOAX/FALSE;0;0;Kharkiv;KHARKIV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;Saltov market, Central hospital & emergency services;Calls reporting IED - First Responders action - no explosive Saltov market, Central hospital & emergency services;Kharkiv, Kharkiv Oblast, Ukraine;49,9935;36,230383;Kharkiv;Kharkiv Oblast;Ukraine;APPROXIMATE
567;16/07/2014;UNKNOWN;0;0;Gorlovka;DONETSK;UKRAINE;Railway damaged by explosions;;Track Novobahmutovka - Gorlovka;Railway damaged by explosions Track Novobahmutovka - Gorlovka;Horlivka, Donetsk Oblast, Ukraine, 84600;48,3071;38,029633;Horlivka;Donetsk Oblast;Ukraine;APPROXIMATE
568;20/07/2014;HOAX/FALSE;0;0;Kiev;KIEV;UKRAINE;Calls reporting IED - First Responders action - no explosive;;"Hotels ""Khreschatyk "", ""Bratislava"" & ""Express"" plus a hospital";"Calls reporting IED - First Responders action - no explosive Hotels ""Khreschatyk "", ""Bratislava"" & ""Express"" plus a hospital";Kyivs'ka oblast, Ukraine;50,0529506;30,7667133;Kyivs'ka oblast;Ukrainka;Ukraine;APPROXIMATE
569;13/07/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;IED attacks in Pryvatbank office (Krasnoslabodskaya Street);;;IED attacks in Pryvatbank office (Krasnoslabodskaya Street) ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
570;13/07/2014;UNKNOWN;0;0;Odessa;ODESSA;UKRAINE;IED attacks in Pryvatbank office (Sergey Yadov Street);;;IED attacks in Pryvatbank office (Sergey Yadov Street) ;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
571;13/07/2014;UNKNOWN;0;0;Zugres;DONETSK;UKRAINE;Bridge was blown up by separatist defending it;;Tractor was missidentified as a tank advancing during night;Bridge was blown up by separatist defending it Tractor was missidentified as a tank advancing during night;Zuhres, Donetsk Oblast, Ukraine;48,0215476;38,261386;Zuhres;Donetsk Oblast;Ukraine;APPROXIMATE
572;12/07/2014;UNKNOWN;0;0;Slovyansk ;DONETSK ;UKRAINE;Several IEDs laid in buildings were disposed by EOD;;;Several IEDs laid in buildings were disposed by EOD ;Slovyansk, Donetsk Oblast, Ukraine, 84122;48,8532;37,6053;Slovyansk;Slov'yans'kyi district;Ukraine;APPROXIMATE
573;11/07/2014;UNKNOWN;0;0;Titarovka;LUHANSK ;UKRAINE;Bridge over the Idar River was blown up;;Road P-07 Chuguev-Melovoe (via Starobelsk);Bridge over the Idar River was blown up Road P-07 Chuguev-Melovoe (via Starobelsk);Tytarivka, Luhans'ka oblast, Ukraine, 92750;49,2350429;38,87657;Tytarivka;Luhans'ka oblast;Ukraine;APPROXIMATE
574;11/07/2014;UNKNOWN;0;0;Krasna Hora;DONETSK;UKRAINE;Road bridge was blown up;;Road T-05-13 Bridge close to Mokraya Plotva River;Road bridge was blown up Road T-05-13 Bridge close to Mokraya Plotva River;Krasna Hora, Donetsk Oblast, Ukraine, 84536;48,6652924;38,018609;Krasna Hora;Donetsk Oblast;Ukraine;APPROXIMATE
575;10/07/2014;UNKNOWN;0;0;Horlivka;DONETSK;UKRAINE;Road bridge over railway was blown up;;Road T-05-16 between Horlivka and Dzerzhinsk;Road bridge over railway was blown up Road T-05-16 between Horlivka and Dzerzhinsk;Horlivka, Donetsk Oblast, Ukraine, 84600;48,3071;38,029633;Horlivka;Donetsk Oblast;Ukraine;APPROXIMATE
576;10/07/2014;UNKNOWN;0;0;Seversk;DONETSK;UKRAINE;Bridge damaged by explosion ;;;Bridge damaged by explosion  ;Sivers'k, Donetsk Oblast, Ukraine;48,873935;38,1047909;Sivers'k;Donetsk Oblast;Ukraine;APPROXIMATE
577;09/07/2014;UNKNOWN;0;0;Svitlodars'k;DONETSK;UKRAINE;Railroad bridge was blown up;;;Railroad bridge was blown up ;Svitlodars'k, Donetsk Oblast, Ukraine, 84792;48,4346796;38,220428;Svitlodars'k;Donetsk Oblast;Ukraine;APPROXIMATE
578;08/07/2014;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Public Tax Administration building;Call reporting IED - First Responders action - no explosive Public Tax Administration building;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
579;08/07/2014;CACHE/FOUND;0;0;Gulyaipole;ZAPORIZHYE;UKRAINE;Explosives (TNT) and detonators seized in a van with 5 guys.;;About 100 Kg. explosive material (TNT blocks, mines, charges);Explosives (TNT) and detonators seized in a van with 5 guys. About 100 Kg. explosive material (TNT blocks, mines, charges);NULL;NULL;NULL;NULL;NULL;NULL;NULL
580;07/07/2014;HOAX/FALSE;0;0;Odessa;ODESSA;UKRAINE;Call reporting IED - First Responders action - no explosive;;Psychoneurological Clinic building in Shtabnoy Lane;Call reporting IED - First Responders action - no explosive Psychoneurological Clinic building in Shtabnoy Lane;Odessa, Odessa Oblast, Ukraine;46,482526;30,7233095;Odessa;Odessa Oblast;Ukraine;APPROXIMATE
581;07/07/2014;UNKNOWN;0;0;Zuhres;DONETSK;UKRAINE;Zujevske reservoir dam & two bridges affected by demolitions;;Bridges over Krynka river;Zujevske reservoir dam & two bridges affected by demolitions Bridges over Krynka river;Zuhres, Donetsk Oblast, Ukraine;48,0215476;38,261386;Zuhres;Donetsk Oblast;Ukraine;APPROXIMATE
582;07/07/2014;UNKNOWN;0;0;Schastia ;LUHANSK ;UKRAINE;Railroad bridge was blown up;;Near Horodnia station over Tepla river;Railroad bridge was blown up Near Horodnia station over Tepla river;Shchastya, Luhans'ka oblast, Ukraine;48,737247;39,2311974;Shchastya;Luhans'ka oblast;Ukraine;APPROXIMATE
