ID,DATE,TYPE,KIA,WIA,CITY,REGION,COUNTRY,DETAILS,GROUP,REMARKS,TEXT
391,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,A man was detained while trying to sell explosives,,2 Kg of TNT,A man was detained while trying to sell explosives 2 Kg of TNT
392,00:00.0,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,Plastic explosive was found during search in a suspects house,,30 gr of hexogen-based explosive. Detained related to 31Dec14 event,Plastic explosive was found during search in a suspects house 30 gr of hexogen-based explosive. Detained related to 31Dec14 event
393,00:00.0,CACHE/FOUND,0,0,Peresyp,ODESSA,UKRAINE,An explosive device was discovered near the rail tracks,,"7 blocks of TNT (2.8 Kg), detonator, and RC switch were found","An explosive device was discovered near the rail tracks 7 blocks of TNT (2.8 Kg), detonator, and RC switch were found"
394,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An IED detonated under a gas pipe near a Priviatbank office,,Marshala Zhukova Street. Severe damages in the building.,An IED detonated under a gas pipe near a Priviatbank office Marshala Zhukova Street. Severe damages in the building.
395,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,An IED was discovered and disposed near a Priviatbank office,,"Dnepropetrovska Doroga Street. Metal can, battery & circuit board","An IED was discovered and disposed near a Priviatbank office Dnepropetrovska Doroga Street. Metal can, battery & circuit board"
396,00:00.0,CACHE/FOUND,0,0,Bykivnia,KIEV,UKRAINE,Some IEDs and weapons were seized,,,Some IEDs and weapons were seized 
397,00:00.0,PROJECTED,1,0,Ivano-Frankovsk,IVANO-FRANKIVSK,UKRAINE,A homemade grenade was thrown against a man,,,A homemade grenade was thrown against a man 
398,00:00.0,UNKNOWN,0,2,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,An IED laid by 2 man near a vehicle detonated in a car park,,The device was hidden inside an old car tyre,An IED laid by 2 man near a vehicle detonated in a car park The device was hidden inside an old car tyre
399,00:00.0,HOAX/FALSE,0,0,Krivoy Rog,DNIPROPETROVSK,UKRAINE,Suspected IED - First Responders action - no explosive,,3 schools near Karachuny railway station. Suspect was detained,Suspected IED - First Responders action - no explosive 3 schools near Karachuny railway station. Suspect was detained
400,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,An IED was discovered in the archive room of an official building,,Mayors office inside Kiev State City Administration,An IED was discovered in the archive room of an official building Mayors office inside Kiev State City Administration
401,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was blown up,,Near Kharkiv-Balashovsky railway station,A device was blown up Near Kharkiv-Balashovsky railway station
402,00:00.0,CACHE/FOUND,0,0,Smila,CHERKASY,UKRAINE,An IED was found along with 600 gr of TNT under a walking bridge,,,An IED was found along with 600 gr of TNT under a walking bridge 
403,00:00.0,UNKNOWN,0,0,Kuznetsovka,ZAPORIZHYE,UKRAINE,A railway bridge was blown up,,A train transporting military equipment was derailed ,A railway bridge was blown up A train transporting military equipment was derailed 
404,00:00.0,UNKNOWN,0,0,Donetsk,DONETSK,UKRAINE,A road bridge was blown up,,"Putilovsky bridge, in the way to Volnovakha","A road bridge was blown up Putilovsky bridge, in the way to Volnovakha"
405,00:00.0,UNKNOWN,0,14,Kharkiv,KHARKIV,UKRAINE,A device was detonated against the district court,,After a trial on a case against a Svodoba party member,A device was detonated against the district court After a trial on a case against a Svodoba party member
406,00:00.0,PROJECTED,0,5,Kiev,KIEV,UKRAINE,Homemade grenade was thrown by a man against police patrol,,Prazhskaya Street. Man called Police station asking for help,Homemade grenade was thrown by a man against police patrol Prazhskaya Street. Man called Police station asking for help
407,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,A device was detonated in Arkhitektora Nikolayeva Street,,The nearest building first floor and about 10 cars were affected by,A device was detonated in Arkhitektora Nikolayeva Street The nearest building first floor and about 10 cars were affected by
408,00:00.0,CACHE/FOUND,0,0,Artemivskiy,DONETSK,UKRAINE,Some explosives were seized in a check point,,2 Kg TNT and some fuses,Some explosives were seized in a check point 2 Kg TNT and some fuses
409,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated against a volunteer centre and a bank office,,Troitskaya Street with Nechypurenka Street,A device was detonated against a volunteer centre and a bank office Troitskaya Street with Nechypurenka Street
410,00:00.0,RCIED,1,3,Stanytsya Luhanska,LUHANSK ,UKRAINE,A device was detonated against a check-point,,IED was allocated inside a jar of honey given as a present,A device was detonated against a check-point IED was allocated inside a jar of honey given as a present
411,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,Detonation of a device,,Arkhitektora Nikolayeva Street.,Detonation of a device Arkhitektora Nikolayeva Street.
412,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,Detonation of a device close to a Diamantbank office,,Troitskaya Street,Detonation of a device close to a Diamantbank office Troitskaya Street
413,00:00.0,UNKNOWN,0,0,Rozkishne,LUHANSK ,UKRAINE,A road bridge over railway was damaged by a controlled detonation,,,A road bridge over railway was damaged by a controlled detonation 
414,00:00.0,RCIED,0,2,Stanytsya Luhanska,LUHANSK ,UKRAINE,A device was detonated at the pass of a military vehicle,,,A device was detonated at the pass of a military vehicle 
415,00:00.0,CACHE/FOUND,0,0,Artemivskiy,DONETSK,UKRAINE,SBU seized some weaponry along with an IED and several detonators,,,SBU seized some weaponry along with an IED and several detonators 
416,00:00.0,TIME DELAY,0,0,Nikopol,DNIPROPETROVSK,UKRAINE,One device explode & two more were disposed in New Post office,,"Two-litre bottle with unknown substance, wires and a timer","One device explode & two more were disposed in New Post office Two-litre bottle with unknown substance, wires and a timer"
417,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated against a volunteer centre,,Gimnazicheskaya Street with Bolshaya Arnautskaya Street,A device was detonated against a volunteer centre Gimnazicheskaya Street with Bolshaya Arnautskaya Street
418,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated against Euro-Maydan coordination office,,,A device was detonated against Euro-Maydan coordination office 
419,00:00.0,HOAX/FALSE,0,0,Kherson,KHERSON,UKRAINE,Call reporting IED - First Responders action - no explosive,,River port,Call reporting IED - First Responders action - no explosive River port
420,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated in a tank car inside a railway station,,Peresyp station,A device was detonated in a tank car inside a railway station Peresyp station
421,00:00.0,UNKNOWN,0,1,Kirillovka,ZAPORIZHYE,UKRAINE,A drunk man was injured due to a device he was carrying,,Inside a store,A drunk man was injured due to a device he was carrying Inside a store
422,00:00.0,UNKNOWN,0,0,Mikolayiv,MIKOLAYIV,UKRAINE,An IED was detonated in front of a flat door,,Azure Street. A suspect was detained.,An IED was detonated in front of a flat door Azure Street. A suspect was detained.
423,00:00.0,HOAX/FALSE,0,0,Simferopol,CRIMEA,UKRAINE,Suspected IED - First Responders action - no explosive,,Simferopol airport,Suspected IED - First Responders action - no explosive Simferopol airport
424,00:00.0,CACHE/FOUND,0,0,Zolotonosh,CHERNIVTSI,UKRAINE,"IED components, explosive precursors and manuals were seized",,In the flat of a man accused of throwing grenades,"IED components, explosive precursors and manuals were seized In the flat of a man accused of throwing grenades"
425,00:00.0,UNKNOWN,0,2,Starobelsk,LUHANSK,UKRAINE,A device detonated during an antiterrorism operation,,"Near the city park, hidden inside a garbage bin","A device detonated during an antiterrorism operation Near the city park, hidden inside a garbage bin"
426,00:00.0,PROJECTED,0,0,Zhitomir,ZHITOMYR,UKRAINE,A device was detonated in the yard affecting 2 vehicles,,Central Department of the Ministry of Revenue and Duties,A device was detonated in the yard affecting 2 vehicles Central Department of the Ministry of Revenue and Duties
427,00:00.0,UNKNOWN,0,0,Kiev,KIEV,UKRAINE,A device was detonated near a gas station,,Troeshchina district,A device was detonated near a gas station Troeshchina district
428,00:00.0,UNKNOWN,1,0,Odessa,ODESSA,UKRAINE,A man died due to the detonation of a device he was carrying,,Sedegskaya Street,A man died due to the detonation of a device he was carrying Sedegskaya Street
429,00:00.0,S-PBIED,1,0,Kherson,KHERSON,UKRAINE,A man blown himself and a second IED was disposed,,Inside currency exchange offices after asking for money,A man blown himself and a second IED was disposed Inside currency exchange offices after asking for money
430,00:00.0,CACHE/FOUND,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Some explosive fuzes were found near a water pump station,,Some other munition was found too during the search,Some explosive fuzes were found near a water pump station Some other munition was found too during the search
431,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Inside electrical train Odessa-Balta,Call reporting IED - First Responders action - no explosive Inside electrical train Odessa-Balta
432,00:00.0,UNKNOWN,1,1,TBD,LUHANSK,UKRAINE,A military vehicle was affected by a roadside device,,,A military vehicle was affected by a roadside device 
433,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was detonated,,Close to a store Azhur in Rymarskaya Street,A device was detonated Close to a store Azhur in Rymarskaya Street
434,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,Malinovsky District Court,Call reporting IED - First Responders action - no explosive Malinovsky District Court
435,00:00.0,CACHE/FOUND,0,0,Novomoskovsk,DNIPROPETROVSK,UKRAINE,"Some (24) IEDs, explosive & detonators found after detention",,Three detainees ,"Some (24) IEDs, explosive & detonators found after detention Three detainees "
436,00:00.0,UNKNOWN,1,2,Kiev,KIEV,UKRAINE,Detonation of a device inside a hostel,,Sapernoye Pole Street.,Detonation of a device inside a hostel Sapernoye Pole Street.
437,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device detonated in railway after the pass of a freight train,,Zastava-1 station,A device detonated in railway after the pass of a freight train Zastava-1 station
438,00:00.0,UNKNOWN,0,0,Mariupol,DONETSK,UKRAINE,A railway bridge across the river Kalchik was blown up,,Km 1260,A railway bridge across the river Kalchik was blown up Km 1260
439,00:00.0,UNKNOWN,0,6,TBD,LUHANSK ,UKRAINE,A device was detonated against a check -point,,,A device was detonated against a check -point 
440,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A bag with device was laid under a car and caused a detonation,,"Zhukovskogo Street, near office of the Council for Public Safety","A bag with device was laid under a car and caused a detonation Zhukovskogo Street, near office of the Council for Public Safety"
441,00:00.0,CACHE/FOUND,0,0,Lisichansk,LUHANSK ,UKRAINE,Some quantities of TNT were seized inside a vehicle,,More ammunition was found inside the garage,Some quantities of TNT were seized inside a vehicle More ammunition was found inside the garage
442,00:00.0,UNKNOWN,0,0,Krasne ,KIEV,UKRAINE,A car was destroyed by the detonation of a device,,It is not clear if the device was emplaced or transported in a car,A car was destroyed by the detonation of a device It is not clear if the device was emplaced or transported in a car
443,00:00.0,CACHE/FOUND,0,0,Kiev,KIEV,UKRAINE,Detention of a woman wearing a bag with RCIED (3 Kg TNT equivalent),,Device included an anti-tamper switch and fragmentation,Detention of a woman wearing a bag with RCIED (3 Kg TNT equivalent) Device included an anti-tamper switch and fragmentation
444,00:00.0,PROJECTED,0,0,Apostolovo,DNIPROPETROVSK,UKRAINE,A homemade grenade thrown against Apostolovo City Council,,,A homemade grenade thrown against Apostolovo City Council 
445,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,An 2 Kg TNT equivalent IED contained inside a bag blown up,,A woman was seen laying the bag,An 2 Kg TNT equivalent IED contained inside a bag blown up A woman was seen laying the bag
446,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Canadian embassy,Call reporting IED - First Responders action - no explosive Canadian embassy
447,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated against a volunteer centre in Admiralsky St,,"1 Kg TNT equivalent against ""Dalias Hundred Severin"" facilities","A device was detonated against a volunteer centre in Admiralsky St 1 Kg TNT equivalent against ""Dalias Hundred Severin"" facilities"
448,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,IED detonated against a memorial to Ukrainian insurgent Army,,,IED detonated against a memorial to Ukrainian insurgent Army 
449,00:00.0,UNKNOWN,0,0,Pisky,DONETSK,UKRAINE,A ralway bridge was damaged by a detonation,,"Krasnoarmiysk-Hrodivka, 6 beam spans & network were damaged","A ralway bridge was damaged by a detonation Krasnoarmiysk-Hrodivka, 6 beam spans & network were damaged"
450,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Zmievskaya heating power station,Call reporting IED - First Responders action - no explosive Zmievskaya heating power station
451,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central railway station,Call reporting IED - First Responders action - no explosive Central railway station
452,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,A device was detonated against a patriotic souvenir shop,,Patriot shop,"A device was detonated against a patriotic souvenir shop ""Patriot"" shop"
453,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,A device was detonated close to the gate of a military base,,Proskura Street,A device was detonated close to the gate of a military base Proskura Street
454,00:00.0,HOAX/FALSE,0,0,Odessa,ODESSA,UKRAINE,Call reporting IED - First Responders action - no explosive,,"South Region military prosecutorÍs office,  Pirogovskaya Street","Call reporting IED - First Responders action - no explosive South Region military prosecutorÍs office,  Pirogovskaya Street"
455,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Kyivgorstroy building, 2 supermarkets, one shopping centre","Call reporting IED - First Responders action - no explosive Kyivgorstroy building, 2 supermarkets, one shopping centre"
456,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"School, ""Klovskaya"" metro station, Post office, CAN Embassy","Call reporting IED - First Responders action - no explosive School, ""Klovskaya"" metro station, Post office, CAN Embassy"
457,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Yuzny railway station, ATB supermarket","Call reporting IED - First Responders action - no explosive Yuzny railway station, ATB supermarket"
458,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,State Regional Administration building,Call reporting IED - First Responders action - no explosive State Regional Administration building
459,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,Device detonated beside a military facility,,Outer fence was damaged in Victory Street,Device detonated beside a military facility Outer fence was damaged in Victory Street
460,00:00.0,HOAX/FALSE,0,0,Lutsk,VOLYN,UKRAINE,Call reporting IED - First Responders action - no explosive,,City Council,Call reporting IED - First Responders action - no explosive City Council
461,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,Device detonated in a railway station,,Osnova railway station,Device detonated in a railway station Osnova railway station
462,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,City Council,Call reporting IED - First Responders action - no explosive City Council
463,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,Device detonated near Military Hospital,,Beside an electric substation transformer in Trinkler Street ,Device detonated near Military Hospital Beside an electric substation transformer in Trinkler Street 
464,00:00.0,HOAX/FALSE,0,0,Ternopol,TERNOPOL,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central Office Ukrainian Service,Call reporting IED - First Responders action - no explosive Central Office Ukrainian Service
465,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"UZD railway station, Regional Energy Corporation building","Call reporting IED - First Responders action - no explosive UZD railway station, Regional Energy Corporation building"
466,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Ave Plaza shopping mall,Call reporting IED - First Responders action - no explosive Ave Plaza shopping mall
467,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Darnitsa metro station, Teatralnaya metro station","Call reporting IED - First Responders action - no explosive Darnitsa metro station, Teatralnaya metro station"
468,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Ukrainian-Polish Bussines Center,Call reporting IED - First Responders action - no explosive Ukrainian-Polish Bussines Center
469,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Krasnoarmeyskaya railway station,Call reporting IED - First Responders action - no explosive Krasnoarmeyskaya railway station
470,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Zolotye Vorota metro station,Call reporting IED - First Responders action - no explosive Zolotye Vorota metro station
471,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Darnitsa metro station, railway ticketing, entertainment center","Call reporting IED - First Responders action - no explosive Darnitsa metro station, railway ticketing, entertainment center"
472,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Rovno railway station, Ivano-Frankovsk railway station","Call reporting IED - First Responders action - no explosive Rovno railway station, Ivano-Frankovsk railway station"
473,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Zavod Imeny Malysheva metro station,Call reporting IED - First Responders action - no explosive Zavod Imeny Malysheva metro station
474,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Central Elections Commission, McDonalds & residential area","Call reporting IED - First Responders action - no explosive Central Elections Commission, McDonalds & residential area"
475,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,One man was detained after his call reporting several IEDs,Call reporting IED - First Responders action - no explosive One man was detained after his call reporting several IEDs
476,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central train station,Call reporting IED - First Responders action - no explosive Central train station
477,00:00.0,UNKNOWN,0,0,Novopokrovka,KHARKIV,UKRAINE,Detonation damaged a cargo truck in a railway station,,"Eskhar station, in the way from Osnova station to Kupiansk","Detonation damaged a cargo truck in a railway station Eskhar station, in the way from Osnova station to Kupiansk"
478,00:00.0,TIME DELAY,0,11,Kharkiv,KHARKIV,UKRAINE,Attack against a pub,,"A package was laid inside ""Stina"" pub before detonating","Attack against a pub A package was laid inside ""Stina"" pub before detonating"
479,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Maidan Nezalezhnosty and ""Kreshchatik"" metro stations","Call reporting IED - First Responders action - no explosive ""Maidan Nezalezhnosty"" and ""Kreshchatik"" metro stations"
480,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,State Fiscal Service Central Department,Call reporting IED - First Responders action - no explosive State Fiscal Service Central Department
481,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Teatralnaya station & 2 Regional Administration buildings,Call reporting IED - First Responders action - no explosive Teatralnaya station & 2 Regional Administration buildings
482,00:00.0,RCIED,2,2,Mariupol,DONETSK,UKRAINE,A car detonated during check in a road control,,Explosion when driver was opening the trunk (RCIED reported),A car detonated during check in a road control Explosion when driver was opening the trunk (RCIED reported)
483,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Regional administration building,Call reporting IED - First Responders action - no explosive Regional administration building
484,00:00.0,CACHE/FOUND,0,0,Mariupol,DONETSK,UKRAINE,IED seized during a search in the house of a suspect,,,IED seized during a search in the house of a suspect 
485,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,IEDs seized during the detention of 11 suspects of terrorism,,,IEDs seized during the detention of 11 suspects of terrorism 
486,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Administration building & supermarket,Call reporting IED - First Responders action - no explosive Administration building & supermarket
487,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,Explosives seized during a train wagon search,,A man was detained,Explosives seized during a train wagon search A man was detained
488,00:00.0,CACHE/FOUND,0,0,Mariupol,DONETSK,UKRAINE,IED seized in a detention,,,IED seized in a detention 
489,00:00.0,HOAX/FALSE,0,0,Chernivtsi,CHERNIVTSI,UKRAINE,Call reporting IED - First Responders action - no explosive,,Central train station,Call reporting IED - First Responders action - no explosive Central train station
490,00:00.0,UNKNOWN,0,0,Kolomak,KHARKIV,UKRAINE,Detonation against railroad,,Basis - Poltava railway,Detonation against railroad Basis - Poltava railway
491,00:00.0,PROJECTED,0,1,Kiev,KIEV,UKRAINE,Homemade grenade against a member of PeopleÇs Front Party,,,Homemade grenade against a member of PeopleÇs Front Party 
492,00:00.0,UNKNOWN,0,0,Mariupol,DONETSK,UKRAINE,IED detonation damaged a military transport vehicle,,,IED detonation damaged a military transport vehicle 
493,00:00.0,UNKNOWN,2,6,Trehizbenka,LUHANSK ,UKRAINE,IED detonation affecting a platoon,,"Reported as ""Daisy Chain""","IED detonation affecting a platoon Reported as ""Daisy Chain"""
494,00:00.0,HOAX/FALSE,0,0,Kharkiv,KHARKIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro station ñMalyshev Factoryî, (2014Çs 12th false IED report)","Call reporting IED - First Responders action - no explosive Metro station ñMalyshev Factoryî, (2014Çs 12th false IED report)"
495,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Metro stations ñVokzalnayaî & ""Universitet""","Call reporting IED - First Responders action - no explosive Metro stations ñVokzalnayaî & ""Universitet"""
496,00:00.0,UNKNOWN,0,0,Sentyanivka,LUHANSK,UKRAINE,Railway was damaged by a detonation,,Sentyanivka station from Luhansk to Kiev,Railway was damaged by a detonation Sentyanivka station from Luhansk to Kiev
497,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,Railway was damaged by a detonation,,Odessa-Peresip station,Railway was damaged by a detonation Odessa-Peresip station
498,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,IED detonations in 2 buildings,,Lawyer office & PrivatBank office in supermarket Brusnichka,IED detonations in 2 buildings Lawyer office & PrivatBank office in supermarket Brusnichka
499,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Metro Stations ñUniversitetî and ñSyretzî,Call reporting IED - First Responders action - no explosive Metro Stations ñUniversitetî and ñSyretzî
500,00:00.0,HOAX/FALSE,0,0,Rivne,RIVNE,UKRAINE,Call reporting IED - First Responders action - no explosive,,Regional State Administration building,Call reporting IED - First Responders action - no explosive Regional State Administration building
501,00:00.0,HOAX/FALSE,0,0,Ternopol,TERNOPOL,UKRAINE,Call reporting IED - First Responders action - no explosive,,Regional State Administration building,Call reporting IED - First Responders action - no explosive Regional State Administration building
502,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Metro station ñUniversitetî & Central Post Office,Call reporting IED - First Responders action - no explosive Metro station ñUniversitetî & Central Post Office
503,00:00.0,CACHE/FOUND,0,0,Yunokommunarovsk,LUHANSK,UKRAINE,15 Kg TNT seized in a road control,,,15 Kg TNT seized in a road control 
504,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"Ukrinform News, Ukrayina hotel & Khreshchatyk street","Call reporting IED - First Responders action - no explosive Ukrinform News, Ukrayina hotel & Khreshchatyk street"
505,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Lviv airport,Call reporting IED - First Responders action - no explosive Lviv airport
506,00:00.0,HOAX/FALSE,0,0,Chernihiv,CHERNIHIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,Military enlistement office & Police station.,Call reporting IED - First Responders action - no explosive Military enlistement office & Police station.
507,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"ñChannel 5î, Central Election Commission& State Administration","Call reporting IED - First Responders action - no explosive ñChannel 5î, Central Election Commission& State Administration"
508,00:00.0,CACHE/FOUND,0,0,Kherson,KHERSON,UKRAINE,A man was detained while transporting explosives in a car,,There is a group behind. Explosives (TNT) & detonators found,A man was detained while transporting explosives in a car There is a group behind. Explosives (TNT) & detonators found
509,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Call reporting IED - First Responders action - no explosive,,"National Guard facility, Stryiskyi Park & Lviv Railway Station","Call reporting IED - First Responders action - no explosive National Guard facility, Stryiskyi Park & Lviv Railway Station"
510,00:00.0,HOAX/FALSE,0,0,Dnipropetrovsk,DNIPROPETROVSK,UKRAINE,Call reporting IED - First Responders action - no explosive,,Regional State Administration,Call reporting IED - First Responders action - no explosive Regional State Administration
511,00:00.0,HOAX/FALSE,0,0,Lviv,LVIV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,Central metro station,Calls reporting IED - First Responders action - no explosive Central metro station
512,00:00.0,CACHE/FOUND,0,0,Odessa,ODESSA,UKRAINE,"Explosives, precursors and detonators seized during detention",,A group was detained,"Explosives, precursors and detonators seized during detention A group was detained"
513,00:00.0,CACHE/FOUND,0,0,Mikolayiv,MIKOLAYV,UKRAINE,3 detainees when trying to blow a railway bridge up,,Plastic explosive & detonators were seized,3 detainees when trying to blow a railway bridge up Plastic explosive & detonators were seized
514,00:00.0,UNKNOWN,0,0,Mariupol,DONETSK,UKRAINE,Road bridge was blown up,,Pavlopolsky bridge,Road bridge was blown up Pavlopolsky bridge
515,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,Metro station ñLev Tolstoy Squareî & ñChannel 5î building,Calls reporting IED - First Responders action - no explosive Metro station ñLev Tolstoy Squareî & ñChannel 5î building
516,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,"Metro station ñLev Tolstoy Squareî, Central Election Commission","Calls reporting IED - First Responders action - no explosive Metro station ñLev Tolstoy Squareî, Central Election Commission"
517,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,TsVK building,Calls reporting IED - First Responders action - no explosive TsVK building
518,00:00.0,HOAX/FALSE,0,0,Kiev,KIEV,UKRAINE,Calls reporting IED - First Responders action - no explosive,,metro stations Darnitsya and Nivki,Calls reporting IED - First Responders action - no explosive metro stations Darnitsya and Nivki
519,00:00.0,UNKNOWN,0,0,Odessa,ODESSA,UKRAINE,Device was found attached to a billboard,,TIME DELAY switch?,Device was found attached to a billboard TIME DELAY switch?
520,00:00.0,UNKNOWN,0,0,Kharkiv,KHARKIV,UKRAINE,"IED attack against railways, damaging steel power supports",,Osnova station: 2 IEDs detonated & 2 other were disposed,"IED attack against railways, damaging steel power supports Osnova station: 2 IEDs detonated & 2 other were disposed"
521,00:00.0,UNKNOWN,0,0,Slovyansk ,DONETSK ,UKRAINE,Detonation inside a jewelry,,,Detonation inside a jewelry 
522,00:00.0,HOAX/FALSE,0,0,Vladimir-Volynsk,VOLYN,UKRAINE,Calls reporting IED - First Responders action - no explosive,,"Custom posts ""Yagodin"" & ""Ustiluk""","Calls reporting IED - First Responders action - no explosive Custom posts ""Yagodin"" & ""Ustiluk"""
